LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
"e $150,000-350,000","TIDEWATER CLEANING SERVICE, LLP",8675 Brooks Dr,EASTON,MD,21601,561720,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,30,05/03/2020,"PNC Bank, National Association",MD-01
"e $150,000-350,000","ARROW J LANDSCAPE & DESIGN, INC",909 East 68th Avenue,DENVER,CO,80229,561730,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,30,04/15/2020,"U.S. Bank, National Association",CO-07
"e $150,000-350,000",DRYPATROL LLC,711 Business Parkway,FRANKLIN,OH,45005,236118,Subchapter S Corporation,White,Male Owned,Non-Veteran,,25,04/06/2020,Farmers & Merchants Bank,OH-01
"d $350,000-1 million","PYRAMID ELECTRIC, INC",7555 Appling Center Drive,MEMPHIS,TN,38133,238210,Corporation,Unanswered,Unanswered,Veteran,,34,04/06/2020,Renasant Bank,TN-09
"e $150,000-350,000","JARVIS RECRUITMENT GROUP, INC.",165 William St Apt 8,New York,NY,10038,561311,Corporation,Unanswered,Unanswered,Non-Veteran,,18,04/12/2020,First Republic Bank,NY-10
"e $150,000-350,000",DES MOINES METRO OPERA INC,106 West Boston Ave,INDIANOLA,IA,50125,711110,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,12,04/03/2020,TruBank,IA-03
"d $350,000-1 million","DIDAX, INCORPORATED",395 Main Street,Rowley,MA,01969,454390,Corporation,Unanswered,Unanswered,Unanswered,,18,04/28/2020,Salem Five Cents Savings Bank,MA-06
"e $150,000-350,000","WARNING LITES OF SOUTHERN ILLINOIS, LLC",9441 LEBANON RD,EAST SAINT LOUIS,IL,62203,532412,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18,04/27/2020,FCB Banks,IL-12
"e $150,000-350,000",DATA OASYS LLC,42650 Frontier Dr,FINKSBURG,MD,21048,541690,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,04/11/2020,Sandy Spring Bank,MD-01
"e $150,000-350,000",PHYSICAL THERAPY CARE INC.,6214 W MANCHESTER AVE,LOS ANGELES,CA,90045,621340,Corporation,Unanswered,Male Owned,Non-Veteran,,28,08/06/2020,Kinecta FCU,CA-43
"e $150,000-350,000",M & M SALES & EQUIPMENT INC,2639 KERMIT HWY,ODESSA,TX,79763,423830,Corporation,Unanswered,Unanswered,Unanswered,,26,04/28/2020,City Bank,TX-11
"d $350,000-1 million","COLLIER CONSULTING, INC",590 E SOUTH LOOP,STEPHENVILLE,TX,76401,541330,Corporation,White,Female Owned,Non-Veteran,,40,04/08/2020,InterBank,TX-25
"e $150,000-350,000","VICTORY PEST SOLUTIONS, LLC","315 wootton Street, suite B",BOONTON,NJ,07005,561499,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16,04/12/2020,"TD Bank, National Association",NJ-11
"e $150,000-350,000",ZARATE CORP.,9155 W. Bluemound Rd.,MILWAUKEE,WI,53226,722511,Corporation,Hispanic,Male Owned,Non-Veteran,,38,04/06/2020,Tri City National Bank,WI-05
"e $150,000-350,000","CENTRAL OHIO AUTO BODY & REPAIR, LLC",7637 Commerce Place - Building A,PLAIN CITY,OH,43064,811121,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,20,04/07/2020,Heartland Bank,OH-15
"d $350,000-1 million",PACKAGE PAVEMENT COMPANY INCORPORATED,Rt 52 675 Leetown Road,Stormville,NY,12582,327310,Corporation,Unanswered,Unanswered,Unanswered,,148,04/11/2020,"JPMorgan Chase Bank, National Association",NY-19
"e $150,000-350,000",BESTWAY DRYWALL INC,10064 streeter rd #7,Auburn,CA,95604,238310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,30,05/01/2020,WebBank,CA-04
"e $150,000-350,000","QUALITY PALLIATIVE CARE, INC.",9350 RESEDA BLVD UNIT A,NORTHRIDGE,CA,91324,621999,Corporation,Unanswered,Unanswered,Unanswered,,15,06/23/2020,Cross River Bank,CA-30
a $5-10 million,ROADTEX TRANSPORTATION MANAGEMENT CORP,13 JENSEN DR,SOMERSET,NJ,08873,484122,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,397,04/12/2020,"TD Bank, National Association",NJ-12
"e $150,000-350,000","COMMON DEFEASANCE, LLC",30 Temple St,NASHUA,NH,03060,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,04/27/2020,Primary Bank,NH-02
"d $350,000-1 million","MARTIN SNOW, LLP",240 3RD ST,MACON,GA,31201,541110,Partnership,Unanswered,Unanswered,Unanswered,,32,04/14/2020,Planters First Bank,GA-02
c $1-2 million,"S & J CONSTRUCTION CO., INC.",4245 166th Street,OAK FOREST,IL,60452,237310,Corporation,Unanswered,Unanswered,Unanswered,,37,04/05/2020,"Old Plank Trail Community Bank, National Association",IL-01
"d $350,000-1 million",SPROLES WOODARD LLP,777 MAIN ST Suite 3250,FORT WORTH,TX,76102,541219,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,23,04/05/2020,Frost Bank,TX-12
"e $150,000-350,000","EMPRESS MANAGEMENT, LLC","4615 Oleander Drive, Suite 202",Myrtle Beach,SC,29577,531311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/28/2020,Truist Bank d/b/a Branch Banking & Trust Co,SC-07
"d $350,000-1 million",CASSA NY RESTAURANT LLC,410 PARK AVE STE 1630,New York City,NY,10022,531312,Corporation,Unanswered,Unanswered,Unanswered,,90,04/14/2020,"TD Bank, National Association",NY-12
"e $150,000-350,000","HARDWARE SPECIALTIES, INC",1823 Progress Rd,GREENVILLE,NC,27834,444190,Corporation,Unanswered,Unanswered,Non-Veteran,,19,04/10/2020,First Bank,NC-01
"e $150,000-350,000","MANITOU RESTAURANT GROUP, INC.",934 Manitou Ave,MANITOU SPRINGS,CO,80829,722511,Corporation,Unanswered,Unanswered,Unanswered,,33,04/28/2020,Waypoint Bank,CO-05
"d $350,000-1 million","STANLEY M. ISAACS NEIGHBORHOOD CENTER, INC.",415 East 93rd Street,NEW YORK,NY,10128,813410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,110,04/15/2020,"Citibank, N.A.",NY-12
"e $150,000-350,000","SOUTH FLORIDA CONSTRUCTION ASSOCIATES, INC.",2830 Marina Mile Blvd. Ste 116,FORT LAUDERDALE,FL,33312,236220,Corporation,Unanswered,Male Owned,Unanswered,,15,04/11/2020,Truist Bank d/b/a Branch Banking & Trust Co,FL-23
"d $350,000-1 million",NEIGHBORLY HOME CARE LLC,26 RITTENHOUSE PL,ARDMORE,PA,19003,621610,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/27/2020,"Wilmington Savings Fund Society, FSB",PA-05
"e $150,000-350,000","KAPNAG HEATING & PLUMBING, CORP.","109 W 38TH ST, SUITE 801",NEW YORK,NY,10018,238220,Corporation,Unanswered,Male Owned,Unanswered,,0,04/27/2020,Signature Bank,NY-12
c $1-2 million,IOWA WESLEYAN UNIVERSITY,601 N Main St,MOUNT PLEASANT,IA,52641,611310,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,125,04/13/2020,Two Rivers Bank & Trust,IA-02
"e $150,000-350,000","MIKE'S CAFE & OYSTER BAR, LLC",17554 Front Beach Rd,PANAMA CITY BEACH,FL,32413,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Veteran,,34,04/07/2020,MidSouth Bank,FL-02
"e $150,000-350,000",ALTAIR SOLAR INC.,15375 BARRANCA PKWY STE I104,IRVINE,CA,92618,238220,Corporation,Unanswered,Unanswered,Unanswered,,13,05/03/2020,"Bank of America, National Association",CA-45
"e $150,000-350,000","PROGRESSIVE PLANTS, INC.",10252 S BACCHUS HWY,BINGHAM CANYON,UT,84006,424930,Corporation,Unanswered,Unanswered,Unanswered,,30,04/15/2020,University First FCU,UT-04
"e $150,000-350,000",GRIFFIN INCORPORATED,"1234 W. South Jordan Parkway, ST. B Main Level",SOUTH JORDAN,UT,84095,541611,Subchapter S Corporation,Unanswered,Female Owned,Unanswered,,18,04/30/2020,Mountain America FCU,UT-04
"d $350,000-1 million","MANUFACTURING SOLUTIONS, INC.",2320 N OLIVER ST,NEWTON,KS,67114,332721,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,40,04/28/2020,Union State Bank,KS-04
"e $150,000-350,000",LAKE YALE BAPTIST CONFERENCE CENTER INC,39034 COUNTY ROAD 452,LEESBURG,FL,34788,813110,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,71,04/09/2020,United Southern Bank,FL-11
"e $150,000-350,000","VB RANCH, LLC",2461 FM 1842,SPRINGLAKE,TX,79082,112120,Limited  Liability Company(LLC),White,Female Owned,Unanswered,,44,04/04/2020,Herring Bank,TX-19
"d $350,000-1 million",ALVION GROUP,Broadway,Albany,NY,12144,236115,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,30,04/27/2020,Cross River Bank,NY-20
"e $150,000-350,000",K & K TRUCKING INC,90 L. SEALY COVE,COUNCE,TN,38326,484110,Corporation,Unanswered,Unanswered,Unanswered,,28,04/09/2020,First Horizon Bank,TN-07
"e $150,000-350,000","MIKE SCHULTE TRUCK SERVICE, INC.",407 South Mill Street,SUMMERFIELD,IL,62289,484121,Corporation,White,Male Owned,Non-Veteran,,27,04/07/2020,Community Bank of Trenton,IL-12
"e $150,000-350,000",STEVEN W. SMITH D.D.S. PLLC,1112 NC HWY 210,Sneads Ferry,NC,28460,621210,Corporation,Unanswered,Male Owned,Unanswered,,26,04/28/2020,First-Citizens Bank & Trust Company,NC-03
"d $350,000-1 million","PORTLAND RENT ALL CENTER, INC.",3721 FRONT AVE NW,PORTLAND,OR,97210,532310,Corporation,Unanswered,Unanswered,Unanswered,,80,05/29/2020,"U.S. Bank, National Association",OR-01
"e $150,000-350,000",KAREN R AND GREGORY E SOWARDS,2920 MAESE LN,LAS CRUCES,NM,88007,624410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,37,04/07/2020,Citizens Bank of Las Cruces,NM-02
"e $150,000-350,000",ROB GILES ELECTRIC INC,2526 US HIGHWAY 2 W Unit C,KALISPELL,MT,59901,238210,Corporation,Unanswered,Female Owned,Unanswered,,10,04/04/2020,TrailWest Bank,MT-00
"e $150,000-350,000",ABSOLUTE ROOFING INC,6657 W US HIGHWAY 60,BROOKLINE,MO,65619,238160,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,16,04/04/2020,Central Bank of the Ozarks,MO-07
"e $150,000-350,000",EMERALD MEDICAL STAFFING LLC,4904 Pearl Rd.,Cleveland,OH,44109,453998,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,86,04/14/2020,"Readycap Lending, LLC",OH-11
"d $350,000-1 million","KAI RESEARCH, INC",11300 ROCKVILLE PIKE Suite 500,ROCKVILLE,MD,20852,541715,Corporation,Unanswered,Unanswered,Unanswered,,45,04/28/2020,Fifth Third Bank,MD-08
b $2-5 million,F M HOWELL INC ATTN: S. HECK,79 Pennsylvania Ave,ELMIRA,NY,14904,322212,Corporation,Unanswered,Unanswered,Unanswered,,186,04/13/2020,Chemung Canal Trust Company,NY-23
"e $150,000-350,000","FLORIDA HEART AND VASCULAR SURGEONS, P.A.",700 DOCTORS CT,LEESBURG,FL,34748,621111,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,13,04/15/2020,United Southern Bank,FL-11
"e $150,000-350,000","URBAN LEAGUE OF GREATER OKLAHOMA CITY, INC.",3900 N MARTIN LUTHER KING AVE,OKLAHOMA CITY,OK,73111,624190,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,16,04/06/2020,Arvest Bank,OK-05
"d $350,000-1 million",INDEPENDENT MATERIALS TESTING LABORATORI,57 NORTH WASHINGTON STREET,PLAINVILLE,CT,06062,541380,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,30,04/29/2020,"Webster Bank, National Association",CT-05
c $1-2 million,PLAINFIELD TRUCKING INC,818 West North Street,PLAINFIELD,WI,54966,484220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,124,04/07/2020,WoodTrust Bank,WI-06
"e $150,000-350,000",BUSINESS ACCOUNTING SYSTEMS PC,943 Kings Highway,West Deptford,NJ,08066,541219,Corporation,Unanswered,Unanswered,Unanswered,,16,04/15/2020,Republic First Bank d/b/a Republic Bank,NJ-01
"e $150,000-350,000",EJ DEVELOPMENTS INC,13718 BALTIMORE AVE,LAUREL,MD,20707,722513,Corporation,Unanswered,Unanswered,Unanswered,,21,04/30/2020,Customers Bank,MD-04
"e $150,000-350,000",CASTAWAYS ENERGY LLC,1739 FOXBORO DR,ORLANDO,FL,32812,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,05/01/2020,"JPMorgan Chase Bank, National Association",FL-10
"d $350,000-1 million",BURTON HYDRO VAC SERVICES INC,1389 JEWEL RIDGE WAY,EL PASO,TX,79912,561499,Corporation,Unanswered,Unanswered,Unanswered,,4,05/04/2020,BBVA USA,TX-16
"d $350,000-1 million","RELIANT CONTRACT GLASS, INC.","134 VIRGINIA RD, SUITE 8",CRYSTAL LAKE,IL,60014,238350,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,17,04/05/2020,"Crystal Lake Bank & Trust Company, National Association",IL-14
"e $150,000-350,000","NEED A LIFT MEDIVAN, INC.",132 CRAWFORD ST,LEOMINSTER,MA,01453,485991,Corporation,Unanswered,Unanswered,Unanswered,,52,04/06/2020,Hometown Bank,MA-02
"d $350,000-1 million",GMH ASPHALT CORPORATION,9180 Laketown Rd,CHASKA,MN,55318,237310,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,7,04/14/2020,BMO Harris Bank National Association,MN-03
"e $150,000-350,000","EASTERN WEST VIRGINIA COMMUNITY ACTION AGENCY, INC",228 Clay Street,MOOREFIELD,WV,26836,624230,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,0,04/10/2020,"Pendleton Community Bank, Inc.",WV-02
"d $350,000-1 million","WILLIAMS BLACKSTOCK ARCHITECTS, PC",2204 1st Avenue South,Birmingham,AL,35233,541310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,43,04/16/2020,Regions Bank,AL-07
"d $350,000-1 million","EPC, P.S.",505 NE 87TH AVE Ste 120,VANCOUVER,WA,98664,621111,Corporation,Unanswered,Unanswered,Unanswered,,53,04/13/2020,Umpqua Bank,WA-03
"e $150,000-350,000",BUHO WAIKIKI LLC,2250 KALAKAUA AVE STE 402,HONOLULU,HI,96815,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,80,04/09/2020,First Hawaiian Bank,HI-01
"e $150,000-350,000",SOUTHLAND GAMING OF THE VIRGIN ISLANDS INC,232 CAUSEWAY DR 2-A,WRIGHTSVILLE BEACH,NC,28480,813990,Corporation,Unanswered,Unanswered,Unanswered,,0,04/10/2020,First National Bank of Pennsylvania,NC-07
"d $350,000-1 million",PHYSICIANS TRUST INC,76 SOUTH LAURA SUITE 900,JACKSONVILLE,FL,32202,524126,Corporation,Unanswered,Unanswered,Unanswered,,35,04/10/2020,First Horizon Bank,FL-05
"e $150,000-350,000",VANCOUVER HOTEL INVESTORS LLC,315 SE Olympia Drive,Vancouver,WA,98684,722310,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,34,04/11/2020,"Pioneer Trust Bank, National Association",WA-03
"e $150,000-350,000",HIRE PEOPLE LLC,2160 E GRAND RIVER AVE APT 200,HOWELL,MI,48843,561320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,04/27/2020,"Flagstar Bank, FSB",MI-08
"e $150,000-350,000","KOVAI, INC.",551 W CORDOVA RD STE C,SANTA FE,NM,87505,,Corporation,Unanswered,Unanswered,Unanswered,,35,05/03/2020,Cross River Bank,NM-03
"d $350,000-1 million",MICROBLADING BROW STUDIO LLC,2501 Southwest 101st Avenue,Miramar,FL,33025,453998,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/23/2020,Celtic Bank Corporation,FL-23
"e $150,000-350,000",RABENA BROTHERS INC,41 Ruthland Ave,Malvern,PA,19335,236118,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,15,04/28/2020,Franklin Mint FCU,PA-06
"e $150,000-350,000","DURANTIS LANDSCAPING, INC.",18 MATHER AVE,BROOMALL,PA,19008,812990,Subchapter S Corporation,White,Male Owned,Non-Veteran,,32,04/27/2020,"Wilmington Savings Fund Society, FSB",PA-05
"e $150,000-350,000","TLW INVESTMENTS, LLC",12400 N Ville Du Parc Drive,MEQUON,WI,53092,713910,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,32,04/13/2020,Tri City National Bank,WI-06
"d $350,000-1 million",CHENOSA SYSTEMS CORPORATION,502 Pleasant Valley Ave Ste 1,Moorestown,NJ,08057,541511,Corporation,Unanswered,Unanswered,Unanswered,,28,05/03/2020,"Bank of America, National Association",NJ-03
"e $150,000-350,000","SHIPWHAT, LLC",114 ZENITH RD,DOTHAN,AL,36303,444190,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,30,04/06/2020,Friend Bank,AL-02
c $1-2 million,H & W CONSTRUCTION CO INC,1025 MARTINSBURG PIKE,WINCHESTER,VA,22601,236220,Corporation,Unanswered,Unanswered,Unanswered,,90,04/06/2020,United Bank,VA-10
c $1-2 million,"EDGER ENTERPRISES OF ELMIRA, INC.",330 E 14TH ST,ELMIRA,NY,14903,238910,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,65,04/13/2020,Corning FCU,NY-23
"e $150,000-350,000",URS MANAGEMENT IX LLC,9400 Abercorn Street,Savannah,GA,31406,531120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,04/29/2020,"TD Bank, National Association",GA-01
"e $150,000-350,000",LA PALMA FOODS INC,2884 24TH ST,SAN FRANCISCO,CA,94110,445110,Corporation,Unanswered,Unanswered,Unanswered,,38,05/03/2020,"Bank of America, National Association",CA-12
"e $150,000-350,000","SUPER NURS, LLC",4040 Charles Street,ROCKFORD,IL,61108,621111,Limited  Liability Company(LLC),Black or African American,Male Owned,Non-Veteran,,49,04/09/2020,Northwest Bank of Rockford,IL-16
"d $350,000-1 million",HAMILTON AREA YOUNG MEN'S CHRISTIAN ASSOCIATION,1315 WHITEHORSE MERCERVILLE RD,TRENTON,NJ,08619,813410,Corporation,Unanswered,Unanswered,Unanswered,,157,04/14/2020,First Bank,NJ-04
"d $350,000-1 million","DAN PLAUTZ CLEANING SERVICE, INC.",W176S7007 WILDWOOD DR,MUSKEGO,WI,53150,561720,Corporation,Unanswered,Unanswered,Unanswered,,152,04/06/2020,Waukesha State Bank,WI-01
"e $150,000-350,000","SCHOGGENSCAPES, INC.",254 SADDLEWOOD DR,CLINTON,MS,39056,561730,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,16,04/28/2020,BankPlus,MS-02
"e $150,000-350,000",SIGHTSEEING TOURS UNLIMITED OF NEVADA,7370 Dean Martin Drive #409,Las Vegas,NV,89139,487110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,29,04/27/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000",HALL BUILDERS INC,1185 HAWN AVE,SHREVEPORT,LA,71107,236220,Corporation,Black or African American,Male Owned,Non-Veteran,,24,04/07/2020,Community Bank of Louisiana,LA-04
"e $150,000-350,000","CIPRIANI RESTAURANT 55, LLC",110 East 42nd Street FL 5,New York,NY,10017,722320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,38,04/27/2020,"Citibank, N.A.",NY-12
"d $350,000-1 million",THE LIBERTY CHRISTIAN ACADEMY,10447 REFUGEE RD,ETNA,OH,43062,611110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,60,04/08/2020,Peoples Bank,OH-12
"d $350,000-1 million",TIENDA SLA GRAN VIA INC,"167 Ave de Diego, Bo Pueblo",ARECIBO,PR,00612,448110,Corporation,Hispanic,Male Owned,Unanswered,,500,04/14/2020,Banco Popular de Puerto Rico,PR-00
"e $150,000-350,000",BAKER INCORPORATED,9804 E Saginaw Haslett,HASLETT,MI,48840,332322,Corporation,Unanswered,Unanswered,Unanswered,,21,04/13/2020,TCF National Bank,MI-08
c $1-2 million,"BUFFALO VALLEY, INC",415 Park Avenue South,HOHENWALD,TN,38462,623220,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,238,04/07/2020,Peoples Bank,TN-07
"e $150,000-350,000","ADDO INVESTOR RELATIONS, INC.",12121 Wilshire Blvd Ste 775,Los Angeles,CA,90025,541618,Corporation,White,Male Owned,Non-Veteran,,13,04/14/2020,First Republic Bank,CA-37
"e $150,000-350,000",FM NATIONS LLC,1400 51ST AVE N,NASHVILLE,TN,37209,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,36,04/06/2020,Byline Bank,TN-05
c $1-2 million,HOPE HOUSE FOUNDATION,801 Boush Street Suite 302,NORFOLK,VA,23510,624120,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0,04/07/2020,Towne Bank,VA-03
"d $350,000-1 million",HARDCORE CONSTRUCTION INC.,11010 Shady Brook Drive,ROUGH AND READY,CA,95975,236220,Corporation,Unanswered,Unanswered,Unanswered,,25,05/01/2020,Bank of the West,CA-01
"d $350,000-1 million",ONEDA CORPORATION,4000 ONEDA DR,COLUMBUS,GA,31907,336370,Corporation,Unanswered,Unanswered,Unanswered,,95,04/28/2020,Synovus Bank,GA-02
"d $350,000-1 million",BENAKA INC,7 LAWRENCE ST,NEW BRUNSWICK,NJ,08901,236220,Corporation,Unanswered,Unanswered,Unanswered,,25,04/13/2020,"PNC Bank, National Association",NJ-06
"e $150,000-350,000",ALFORD ENTERPRISES INC,1 Hillindale Drive,ROME,GA,30161,812990,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,46,04/14/2020,River City Bank,GA-11
"d $350,000-1 million",TRANSMODAL SOLUTIONS LLC,25405 162nd Place Southeast,Covington,WA,98042,551112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,43,05/06/2020,Cross River Bank,WA-08
"e $150,000-350,000",BOB D. CAMPBELL AND COMPANY,4338 BELLEVIEW AVE,KANSAS CITY,MO,64111,541330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,23,04/06/2020,ANB Bank,MO-05
"e $150,000-350,000",WAREHOUSE M & ASSOCIATES INC.,p.o. box 2336,VERNON ROCKVILLE,CT,06066,423210,Corporation,Unanswered,Unanswered,Unanswered,,14,04/10/2020,KeyBank National Association,CT-02
"e $150,000-350,000","HULSEY, HARWOOD & SHERIDAN, LLC",1900 ROSELAWN AVE,MONROE,LA,71201,541211,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13,04/15/2020,Progressive Bank,LA-05
"e $150,000-350,000","OLD LISBON RESTAURANT & BAR, LLC",1698 SW 22 ST,CORAL GABLES,FL,33145,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,26,04/15/2020,"Terrabank, National Association",FL-27
"d $350,000-1 million","D TRANSPORT, INC.",4701 W MORRIS ST,INDIANAPOLIS,IN,46241,484220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/28/2020,The Peoples State Bank,IN-07
"d $350,000-1 million","OASYS TECHNOLOGIES, INC.",2121 CLIFF DR Suite 227,Eagan,MN,55122,541512,Corporation,Asian,Male Owned,Non-Veteran,,24,04/28/2020,Tradition Capital Bank,MN-02
"d $350,000-1 million",MECHATRONIC SOLUTIONS INC.,10900 73rd Ave N Ste 132,MAPLE GROVE,MN,55369,541614,Corporation,White,Male Owned,Non-Veteran,,37,04/07/2020,"Bremer Bank, National Association",MN-03
"e $150,000-350,000",CHEMICAL CONCEPTS INC,410 PIKE RD,HUNTINGDON VALLEY,PA,19006,424690,Corporation,Unanswered,Unanswered,Unanswered,,25,04/15/2020,"PNC Bank, National Association",PA-04
"e $150,000-350,000",YOUNG CHOI DVM INC,4300 COAST HWY,PACIFICA,CA,94044,541940,Corporation,Unanswered,Unanswered,Unanswered,,20,05/03/2020,"Bank of America, National Association",CA-14
"d $350,000-1 million",RILEY FOOD SERVICES LLC,"621 Washington St SW, Ste A-7",GAINESVILLE,GA,30501,722310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,115,04/30/2020,"Bank of America, National Association",GA-09
"e $150,000-350,000",GREAT SPOT OF CENTEREACH INC,1327 middle county rd,CENTEREACH,NY,11720,722310,Corporation,Unanswered,Unanswered,Unanswered,,18,04/13/2020,BNB Bank,NY-01
