id,name,sponsor,event,venue,place,physical_description,notes,occasion,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status
19941,,NORDDEUTSCHER LLOYD BREMEN,LUNCH,COMMERCIAL,SS FRIEDRICH DER GROSSE,CARD;ILL;COL;5.5X8.25;,ships; menus separate in german and english;may be used as postcard;,DAILY;,1901-1638,,,1901-06-14,Norddeutscher Lloyd Bremen,,,,under review
15448,,,,,,,,,,,,1900-09-15,Hotel De Paris,,,,complete
22971,,GILLESPIE'S RESTAURANT,DAILY MENU,COMMERCIAL,"266 8TH AVENUE, BETWEEN 23RD & 24TH STS, OPPOSITE GRAND OPERA HOUSE, NEW YORK CITY",FOLDER; ILLUS; 6X11;,date noted by feb;,,1907-012,,,1907-01-01,Gillespie's Restaurant,,Dollars,$,complete
29506,,"Paquebot \Liberté\""""",,,,34x24cm folded; 34x48cm open,english is secondary language.,,1955-0053_wotm,,,1955-07-26,"Paquebot \Liberté\""""",,,,complete
16830,,OCEANIC STEAMSHIP COMPANY,BREAKFAST,COMMERCIAL,VENTURA,CARD; ILLUS; COL; 5.5X7;,ss company flag at top;,,1901-1400,,,1901-05-23,Oceanic Steamship Company,,,,complete
31838,,Hotel Commodore,,,,26.5x20.5cm folded; 26.5x41cm open,testimonial dinner to joseph haag,,1921-0019_wotm,,,1921-04-07,Hotel Commodore,,,,complete
32905,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1917-0645_wotm,,,1917-11-23,The Biltmore,,Dollars,$,complete
27200,,Southern Pacific,dinner,RAILROAD,Southern Pacific,8 x 5 1/2 in. fold. ; ill.,"manager : harry a. butler. illustration : oriental tower and reflection, golden date international exposition.",,Soete 23,,,1939-01-01,Southern Pacific,,Dollars,$,complete
33279,Hotel Astor,Hotel Astor,,,,,,,1915-0018,,,1915-01-01,Hotel Astor,,,,complete
33489,Waldorf Astoria,Waldorf Astoria,,,,,,,1915-0228,,,1915-01-01,Waldorf Astoria,,Dollars,$,complete
35517,The Cortlandt,The Cortlandt,,,,,1 image,,1913-0748_wotm,,,1913-09-24,The Cortlandt,,Dollars,$,complete
32314,Café New York Restaurant,Café New York Restaurant,,,,33x21cm,,,1918-0190_wotm,,,1918-01-23,Café New York Restaurant,,Dollars,$,under review
20415,,NORDDEUTECHER LLOYD BREMEN,LUNCH,COMMERCIAL,SS KAISER WILHELM DER GROSSE,CARD;ILL;COL;5;7;,ship at sea;separate german and english menus;may be used at a postcard;,DAILY;,1900-3241,,,1900-05-12,Norddeutecher Lloyd Bremen,,,,complete
30734,El Fuerte Del Palmar,[Restaurant Name And/Or Location Not Given],,,,28x21cm,,,1935-0046_wotm,,,1935-08-20,El Fuerte Del Palmar,,Mexican pesos,$,complete
20015,,PACIFIC MAIL STEAMSHIP COMPANY,BREAKFAST,COMMERCIAL,SS CITY OF RIO DE JANEIRO,BROADSIDE; 5.75X8.75;,two copies;,,1900-3621,,,1900-06-13,Pacific Mail Steamship Company,,,,complete
15643,,,,,,,,,,,,1900-09-01,Canadian Pacific Railway Co.  S.S.Athabasca,,,,complete
14848,,,,,,,,,,,,1900-02-18,Red Star Line,,Francs,FF,complete
32494,Theodore Muller Ladies' and Gentlemen's Oyster and Chop House,Theodore Muller Ladies' and Gentlemen's Oyster and Chop House,,,,28x18cm folded; 28x36cm open,,,1918-0100_wotm,,,1918-01-17,Theodore Muller Ladies' and Gentlemen's Oyster and Chop House,,Dollars,$,complete
30742,,S.S. American Banker,,,,20.5x12.5cm,,,1935-0054_wotm,,,1935-08-10,S.S. American Banker,,,,complete
22023,,TAMPA BAY HOTEL,LUNCH,COM,"TAMPA,FLA.",BROADSIDE; COL; 4.5 X 7;,,,1901-742,,,1901-03-24,Tampa Bay Hotel,,,,complete
28781,,Spic And Span Bakery And Café,,,,29x22cm folded; 29x44cm open,,,1987-0105_wotm,,,1987-01-01,Spic And Span Bakery And Café,,Dollars,$,complete
30791,,Indian Cave Lodge And Cottages,,,,23x15.5cm,,,1934-0030_wotm,,,1934-08-28,Indian Cave Lodge And Cottages,,,,complete
28882,,Le Chateau Richelieu,,,,37.5x26cm folded; 37.5x52cm open,,,1962-0008_wotm,,,1962-01-02,Le Chateau Richelieu,,Dollars,$,complete
33129,Fifth Avenue Restaurant,Fifth Avenue Restaurant,,,,23x18cm folded; 23x36cm open,,,1917-0622_wotm,,,1917-11-23,Fifth Avenue Restaurant,,Dollars,$,complete
23041,,HOTEL PONCE DE LEON,LUNCHEON MENU,COMMERCIAL,"ST. AUGUSTINE, FL",BROADSIDE; ILLUS; 4X7.5;,"hotel seal on front; includes note: ""the water used in hotel ponce de leon for drinking & culinary purposes, is diltilled and absolutely pure""",,1895-009,,,1895-01-18,Hotel Ponce De Leon,,,,complete
32526,The Mouquin Restaurant and Wine Co.,The Mouquin Restaurant and Wine Co.,,,,35.5x19.5cm folded; 35.5x39cm open,breakfast,,1918-0123_wotm,,,1918-01-21,The Mouquin Restaurant and Wine Co.,,Dollars,$,complete
16932,,OCEANIC STEAMSHIP COMPANY,DINNER,COMMERCIAL,SONOMA - SECOND CABIN,CARD; ILLUS; COL; 5.25X6.75;,steamship flag at top of menu;,,1901-1416,,,1901-05-24,Oceanic Steamship Company,,,,complete
34118,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0820_wotm,,,1914-08-18,Waldorf Astoria,,Dollars,$,complete
31811,,"R.M.S. ""Aquitania""""""",,,,13x10cm folded; 13x20cm open,,,1925-0030_wotm,,,1925-06-23,"R.M.S. ""Aquitania""""""",,,,complete
19902,,TOYO KISEN KAISHA,TIFFIN,COMMERCIAL,EN ROUTE ABOARD HONG KONG MARU,BROADSHEET; ILLUS; 6.5 X 7.75;,"b&w photographs of various points of interest in america, hawaii, china;japan;",DAILY MENU;,1900-4823,,,1900-10-30,Toyo Kisen Kaisha,,,,complete
31660,,[Restaurant Name And/Or Location Not Given],,,,24x16cm folded; 24x32cm open,"parish of the holy trinity - middletown, ct",,1920-0002_wotm,,,1920-02-04,[Restaurant Name And/Or Location Not Given],,,,complete
35007,Crawford's,Crawford's,,,,,passaic county grand jury,,1913-0234_wotm,,,1913-02-27,Crawford's,,,,complete
13585,,A.M. SWEET & SON HOTEL & RESTAURANT,MENU,COMMERCIAL,"NEW YORK, NY",FOLDER; ILLUS; 7X12;,"a la carte menu; ""notice-it is unnecessary to fee the waiter,"" cocktails: 15cents/2 for 25 cents;""",,1901-1000,,,1901-04-26,A.M. Sweet & Son Hotel & Restaurant,,Dollars,$,complete
29218,,The Waldorf Astoria,,,,29.5x20.5cm folded; 29.5x40.5cm open,dinner room service menu,,1952-0019_wotm,,,1952-06-19,The Waldorf Astoria,,Dollars,$,complete
31095,,The Commodore Hotel,,,,19.5x14cm,main restaurant,,1933-0197_wotm,,,1933-05-17,The Commodore Hotel,,,,complete
33031,[Restaurant name and/or location not given],[Restaurant name and/or location not given],,,,24x15cm,,,1917-0771_wotm,,,1917-12-03,[Restaurant name and/or location not given],,Dollars,$,complete
27254,,Candlelight Restaurant,dinner,RESTAURANT,Candlelight Restaurant; 114 Henry Street,broadside; 8.875 x 12 inches; creased (center),"baratta collection; established 1930; opposite st. george hotel; the home of ""hot popovers""; annotated; illustratons (cover, interior; color (green); special table d'hote dinner; dinner served 5:00 p.m. to 8:30 p.m.; luncheon served 12:00 p.m. to 2:30 p.m",,Baratta 32,,,1959-07-06,Candlelight Restaurant,,Dollars,$,complete
14061,,CANADIAN PACIFIC RAILWAY,BREAKFAST,COMMERCIAL,DINING CAR,CARD; COL; 5X7;,"handwritten specials on printed menu; place viger hotel,montreal pictured and described;",DAILY;,1901-1924,,,1901-07-10,Canadian Pacific Railway,,,,complete
27141,,Unknown,dinner,,Unknown,8 x 5 in.,,,Soete 121,,,1939-01-20,Unknown,,,,complete
27566,,Norddeutscher Lloyd Bremen,Norddeutscher Lloyd Bremen & Dinner,,,,,,1910-725 ItemA&B,,,1910-03-09,Norddeutscher Lloyd Bremen,,,,complete
16733,,CAFE BOULEVARD,DAILY,COMMERCIAL,"156 SECOND AVENUE,[NEW YORK,NY]",FOLDER;ILL;COL;7X10.5;,daily specials on front cover with mechanically reproduced handwritten items;price corrections on printed section;wine list with several changes;,DAILY;,1900-1178,,,1900-02-20,Cafe Boulevard,,Dollars,$,complete
17010,,U.S.M.S.,BREAKFAST,NAV;,"""ST. LOUIS""",CARD; ILLUS; COL; 4X6.25;,flag at top of menu;,,1900-1097,,,1900-02-15,U.S.M.S.,,,,complete
24819,,MR. LOUIS N. MEGARGEE,DINNER IN HONOR OF ABOVE,,"HOTEL EDOUARD, PHILADELPHIA, PA",FOLDER; ILLUS; 5X7;,"wines listed with course; pl noted by feb; cover illus with statue of ""justice"" and [policeman?] metering out justice; back illus with man and woman at a table with the words ""seen & heard by megargee"";",COMPLIMENTARY/TESTIMONIAL,1905-274,,,1905-04-12,Mr. Louis N. Megargee,,,,complete
25906,,DEER PARK HOTEL,FOURTH OF JULY DINNER,COMMERCIAL,"DEER PARK,MD",CARD;ILL;COL;5X7;,,,1899-498,,,1899-07-04,Deer Park Hotel,,,,under review
15258,,,,,,,,,,,,1901-08-05,Hotel Champlain,,,,complete
30191,,Sammy's Plaza,,,,30.5x21.5cm folded; 30.5x43cm open,,,1939-0143_wotm,,,1939-06-16,Sammy's Plaza,,Dollars,$,complete
29668,,The Terrace Room,,,,29x23cm folded; 29x45.5cm open,,,1945-0052_wotm,,,1945-12-07,The Terrace Room,,Dollars,$,complete
29799,,Al Levy's Grill,,,,33x25cm folded; 33x50cm open,,,1946-0028_wotm,,,1946-03-18,Al Levy's Grill,,Dollars,$,complete
25404,,ST. REGIS HOTEL,DINNER/DINER,COMMERCIAL,"NEW YORK, NY",CARD; 5X8;,french and english;,,1906-287,,,1906-03-09,St. Regis Hotel,,Dollars,$,complete
33868,The Imperial,The Imperial,,,,20x12.5cm folded; 20x25cm open,the brooklyn young republican club,,1914-0569_wotm,,,1914-06-04,The Imperial,,,,complete
33060,Delmonicos,Delmonicos,,,,30.5x22cm,,,1917-0553_wotm,,,1917-11-18,Delmonicos,,Dollars,$,complete
24111,,TAMPA BAY HOTEL,LUNCHEON,COMMERCIAL,"TAMPA, FL",CARD; ILLUS; COL; 4.5X6.75;,hotel seal at top;,,1901-657,,,1901-03-14,Tampa Bay Hotel,,,,complete
20472,,NIPPON YUSEN KAISHA - S.S.KASUGA,BREAKFAST,COMMERCIAL,EN ROUTE,"BROADSIDE; ILLUS, BORDER; 5.25 X 7.75;",menu handwritten;,,1900-4632,,,1900-10-08,Nippon Yusen Kaisha   S.S.Kasuga,,,,complete
23362,,HARDWARE AND METAL TRADES,SEVENTH DINNER,COMMERCIAL,"HOTEL SAVOY, NEW YORK, NY",BOOKLET; 5.25X7.5;,"includes priced wine list; detailed seating plan included, as well as membership list; toasts; 2 copies",OTHER (ANNIVERSARY);,1896-044,,,1896-02-20,Hardware And Metal Trades,,,,complete
35278,Hotel Astor,Hotel Astor,,,,,zeta psi banquet,,1913-0506_wotm,,,1913-05-23,Hotel Astor,,,,complete
35254,Blackstone,Blackstone,,,,,association of american portland cement manufacturers,,1913-0482_wotm,,,1913-05-14,Blackstone,,,,complete
21905,,SMITH & McNELL,SUNDAY MENU,COMMERCIAL,,FOLDER;COL;6.5X10;,priced wine list;,SUNDAY,1900-569,,,1900-01-28,Smith & Mcnell,,Dollars,$,complete
30489,,Gibbys,,,,28x18cm folded; 28x36 cm open,,,1941-0036_wotm,,,1941-05-03,Gibbys,,Dollars,$,complete
22949,,MEMBERS OF THE ARLINGON CLUB,SUPPER GIVEN TO MR. LOUIS JAMES & MR. FREDERICK WARDE,SOC;,"ARLINGON CLUB, PORTLAND, OR",BOOKLET; COL; 5.25X7.5;,french; includes wines served with each course; each course followed by quotation from shakespeare plays; silk ribbon attachment;,COMPLIMENTARY/TESTIMONIAL,1899-231,,,1899-03-11,Members Of The Arlingon Club,,,,complete
30354,,The Ice Terrace,,,,28.5x22.5cm folded; 28.5x45cm open,,,1940-0018_wotm,,,1940-10-09,The Ice Terrace,,Dollars,$,complete
15718,,,,,,,,,,,,1900-09-22,U.S.M.S.,,Dollars,$,complete
21446,,HOTEL CHITTENDEN,THANKSGIVING DINNER,COMMERCIAL,"COLUMBUS, OH",BOOKLET; ILLUS; COL; 7 X 10;,illustration of woman's head; blue stock;,SECULAR HOLIDAY;,1905-915,,,1905-11-30,Hotel Chittenden,,,,complete
28166,,The Smoketree Restaurant,,,,28x21cm folded; 28x42 cm open,,,1967-0056_wotm,,,1967-11-08,The Smoketree Restaurant,,,,complete
34291,The Adolphus Hotel,The Adolphus Hotel,,,,24x17cm folded; 24x34cm open,,,1914-0993_wotm,,,1914-10-27,The Adolphus Hotel,,,,complete
12789,,CAFETERIA LUNCH,BILL OF FARE,COMMERCIAL,"57 BROAD ST., NEW YORK, NY",FOLDER; ILLUS; COL; 6X9.5;,"we have had this restaurant before; specials mimeographed in lavendar handwriting; ""special dishes for day after lincoln's birthday -- shades of lincoln: i really believe the civil war would have been averted by cafeterias in 1861;"" decorative border, moo",,1900-1029,,,1900-02-13,Cafeteria Lunch,,Dollars,$,complete
28733,,"R.M.S. \Mauretania\""""",,,,26.5x21cm folded; 26.5x42cm open,,,1959-0094_wotm,,,1959-12-28,"R.M.S. \Mauretania\""""",,,,complete
31287,,Hotel Astor,,,,34.5x23cm,,,1933-0067_wotm,,,1933-02-22,Hotel Astor,,Dollars,$,complete
16043,,,,,,,,,,,,1901-09-05,International Hotel,,,,under review
31648,,Minnesota Union,,,,15.5x10cm folded; 15.5x20cm open,university of minnesota,,1926-0007_wotm,,,1926-02-18,Minnesota Union,,,,complete
33055,Eastern Hotel,Eastern Hotel,,,,31x20.5cm folded; 31x41cm open,,,1917-0548_wotm,,,1917-11-18,Eastern Hotel,,Dollars,$,complete
31826,,Hotel Astor,,,,15.5x10cm folded; 15.5x20cm open,metropolitan life insurance company,,1921-0007_wotm,,,1921-01-29,Hotel Astor,,,,complete
13910,,PLANTERS HOTEL,DINNER,COMMERCIAL,"ST. LOUIS, [MO];",FOLDER; ILLUS; COL; 5.5X8.0;,"etching of planters hotel on front; etching of grand hotel, macinac island, mi on rear;",,1900-3866,,,1900-07-10,Planters Hotel,,,,complete
34025,Waldorf Astoria,Waldorf Astoria,,,,16.5x10cm,national leather and shoe finders association,,1914-0728_wotm,,,1914-07-09,Waldorf Astoria,,,,complete
23797,,CHAMBER OF COMMERCE OF THE STATE OF NEW YORK,126TH ANNUAL MEETING,POL;,"DELMONICO'S,NY",BOOKLET;5X7;,menu in french,LUNCHEON,1894-051,,,1894-05-03,Chamber Of Commerce Of The State Of New York,,,,complete
32290,Wm. F. Healy's 42nd St. Grill,Wm. F. Healy's 42nd St. Grill,,,,20.5x13cm,,,1918-0166_wotm,,,1918-01-26,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete
27125,,The Chinese Rathskeller,daily menu,RESTAURANT,The Chinese Rathskeller,10 x 6 1/2 in. ; ill.,"includes insert : ""chinese dinner.""",,Soete 88,,,,The Chinese Rathskeller,,Dollars,$,complete
23748,,MURRAY'S,DINNER,COMMERCIAL,,CARD; 4.25 X 7.25;,table d'hote dinner;,,1907-839,,,1907-09-21,Murray's,,,,complete
35500,Spilker's Restaurant and Grill Room,Spilker's Restaurant and Grill Room,,,,,4 images,,1913-0731_wotm,,,1913-09-23,Spilker's Restaurant and Grill Room,,Dollars,$,complete
20408,,HAMBURG AMERIKA LINIE,FRUHSTUCK/LUNCH,COMMERCIAL,SCHNELLDAMPFER (EXPRESS STEAMER) AUGUST VICTORIA,CARD; ILLUS; COLOR; 5.0X8.0;,"illus, goddess with sword in right hand, shield with ""h.a.p.a.g.""; castles in background; tray with fruit, grapes, wine jub and glass in foreground; in cartouche, steamship;",,1900-2515,,,1900-03-18,Hamburg Amerika Linie,,,,complete
29126,,Rheinterrasse Düsseldorf,,,,21x15cm folded; 21x29.5cm open,,,1961-0054_wotm,,,1961-08-23,Rheinterrasse Düsseldorf,,Deutsche Marks,DM,complete
28576,,The Russian Tea Room And Café,,,,32x25cm folded; 32x60cm open,,,1985-0012_wotm,,,1985-04-17,The Russian Tea Room And Café,,Dollars,$,complete
28254,,"T.S.S. \Ocean Monarch\""""",,,,25.5x17.5cm,,,1965-0066_wotm,,,1965-08-25,"T.S.S. \Ocean Monarch\""""",,Dollars,$,complete
32538,Hotel Judson,Hotel Judson,,,,25.5x18cm folded; 25.5x36cm open,,,1918-0271_wotm,,,1918-12-01,Hotel Judson,,,,complete
29192,,The Waldorf Astoria,,,,21.5x14cm folded; 21.5x28cm open,,,1951-0015_wotm,,,1951-11-19,The Waldorf Astoria,,,,complete
28746,,Butler's,,,,28x22cm,,,1987-0006_wotm,,,1987-05-17,Butler's,,,,complete
29738,,Hotel Rellim,,,,21x13.5cm,,,1944-0061_wotm,,,1944-12-31,Hotel Rellim,,,,complete
30783,,S.S. Manhattan,,,,25x15cm folded; 25x30cm open,,,1934-0022_wotm,,,1934-08-15,S.S. Manhattan,,Dollars,$,complete
23925,,U.S.S.S.RALEIGH,LUNCHEON,NAV(?);,"YOKOHAMA, JAPAN",CARD; ILLUS; 4.4 X 6;,japanese motif illustration; some initials on back of menu;,,1906-547,,,1906-06-27,U.S.S.S.Raleigh,,,,complete
21901,,THE PLACE,BILL OF FARE,COMMERCIAL,127 FOURTH AVE. NY,FOLDER; ILLUS; 7 X 11;,name of proprietors listed j.& h.gruber;,DAILY,1900-378,,,1900-01-18,The Place,,Dollars,$,complete
13228,,BALTIMORE HOTEL,CAFE LUNCHEON,COMMERCIAL,,CARD; 5.5X9.5;,"a la carte menu for this hotel which is part of a chain, but the exact location of this particular one is not certain, presumably baltimore, md;",,1900-3630,,,1900-06-13,Baltimore Hotel,,Dollars,$,complete
34199,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0901_wotm,,,1914-09-03,Waldorf Astoria,,Dollars,$,complete
23490,,FERROCARRIL PENSILVANIA,ALMUERZO,COMMERCIAL,"EULALIA SPECIAL, NEW YORK A CHICAGO",BROADSHEET; ILLUS; 5.5X7.25;,written in spanish; seal,,1893-074,,,1893-06-05,Ferrocarril Pensilvania,,,,complete
20598,,TOYO KISEN KAISHA,DINNER,COMMERCIAL,EN ROUTE ABOARD SS HONG KONG MARU,BROADSHEET; ILLUS; 6.5 X 7.75;,"b&w photographs of various points of interest in america, hawaii, china;japan;",,1900-4317,,,1900-09-07,Toyo Kisen Kaisha,,,,complete
27493,,"Dinner Menu, S.S. Vaderland, March 19th, 1910.",Dinner Menu,,,,,,1910-978 Item C,,,1910-03-19,"Dinner Menu, S.S. Vaderland, March 19th, 1910.",,,,complete
20402,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,EN ROUTE ABOARD FURST BISMARCK,CARD; ILLUS; COL; 5 X 8;,menu in german only; illustation of ship and woman in classical dress with shield saying hapag;,,1901-1706,,,1901-06-21,Hamburg Amerika Linie,,,,complete
32433,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18.5cm,,,1918-0039_wotm,,,1918-01-10,Healy's Forty-second Street Restaurant,,Dollars,$,complete
35246,Adams' Restaurant,Adams' Restaurant,,,,,the american committee,,1913-0474_wotm,,,1913-05-12,Adams' Restaurant,,Dollars,$,complete
25193,,HAMBURG-AMERIKA LINIE,ABEND-ESSEN,COMMERCIAL,"AN BORD DER ""AMERIKA""","CARD; ILLUS; COL; 5,25X8.75;",table d'hote menu in german and english; one in a series of menus of several different passenger classes for this ship; illustration of liner at sea;,,1906-638,,,1906-07-26,Hamburg Amerika Linie,,,,complete
31522,,S.S. Malolo,,,,23x16cm folded; 23x32cm open,,,1928-0011_wotm,,,1928-10-29,S.S. Malolo,,,,complete
30635,,Eaton's,,,,19x12.5cm,thanksgiving menu,,1937-0182_wotm,,,1937-11-01,Eaton's,,Canadian Dollars,C$,complete
33872,Auditorium Hotel,Auditorium Hotel,,,,18.5x14cm folded; 18.5x28cm open,,,1914-0573_wotm,,,1914-06-06,Auditorium Hotel,,,,complete
14772,,,,,,,,,,,,1900-04-26,Central Restaurant & Roof Garden,,,,complete
22143,,?,FIRST ANNIVERSARY DINNER OF THE INAUGURATION OF GEORGE WASHINGTON,,"DELMONICO'S, NEW YORK",FOLDER; ILL; 5.25X8,no sponsor listed; toasts listed; menu in french,ANNIVERSARYERSARY DINNER,1890-062,,,1890-04-30,?,,,,complete
33103,Fifth Avenue Restaurant,Fifth Avenue Restaurant,,,,26.5x20.5cm folded; 26.5x41cm open,,,1917-0596_wotm,,,1917-11-21,Fifth Avenue Restaurant,,Dollars,$,complete
27379,,Persian Room; The Plaza,dinner,"HOTEL,RESTAURANT",Persian Room; The Plaza,folder; 10.75 x 14.5 inches; folded edge (right),baratta collection; house specials; persian dishes; musamba pilaff; lule kebab; illustrations (interior); color (orange),,Baratta 90,,,1959-11-16,Persian Room; The Plaza,,Dollars,$,complete
20711,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,SS AUGUSTE VICTORIA,CARD;ILL;COL;5X8;,separate listings in german and english;,DAILY;,1900-2646,,,1900-04-02,Hamburg Amerika Linie,,,,complete
19286,,,,,,,,,,,,1901-04-28,Norddeutscher Lloyd Bremen,,,,complete
14412,,MURAT (SHRINERS?),DINNER IN HONOR OF FRANK E. ROUNDY,SOC;,"INDIANAPOLIS, IN",CARD; COL; 5 X 4.5;,red stock; literary quotes;,COMPLIMENTARY/TESTIMONIAL,1907-1017,,,1907-11-29,Murat (Shriners?),,,,complete
31219,,The Ambassador,,,,28x17.5cm,menu is ripped in half,,1933-0405_wotm,,,1933-07-06,The Ambassador,,Dollars,$,complete
12803,,MILLS HOTEL RESTAURANT,BILL OF FARE/BREAKFAST/DINNER,COMMERCIAL,"BLEECKER, THOMPSON AND SULLIVAN STREETS, ENTRANCE ON BLEECKER STREET, [NEW YORK, NY];",BROADSHEET; 3.75X6.0;,"regular dinner: 15 cents: soup, one meat dish, two vegetables, dessert, tea, coffee or milk;",,1900-2673,,,1900-04-06,Mills Hotel Restaurant,,Dollars,$,complete
20556,,NORDDEUTSCHER LLOYD BREMEN,FRUHSTUCK,COMMERCIAL,"SS ""FRIEDRICH DER GROSSE""",FOLDER; ILLUS; COL; 4X6.5;,"german & english; steamship, rocky shoreline on cover, steamship in distance, sea sketch on back cover;",,1901-2210,,,1901-08-26,Norddeutscher Lloyd Bremen,,,,complete
32782,Hotel Belmont,Hotel Belmont,,,,24x21.5cm,,,1917-0519_wotm,,,1917-11-17,Hotel Belmont,,Dollars,$,complete
15345,,,,,,,,,,,,1901-05-19,Usms,,Dollars,$,complete
24835,,HAMBURG-AMERIKA LINIE,LUNCH MENU,COMMERCIAL,"SHNELLDAMPFER ""AUGUSTE VICTORIA""",BROADSIDE; ILLUS; COL; 5X8;,german; illustrations of steamer & goddess;,OTHER (DAILY MENU AT SEA);,1900-545,,,1900-01-27,Hamburg Amerika Linie,,,,complete
12600,,,,,,,,,,,,1900-04-18,Canadian Pacific Railway Company,,,,complete
32551,Hotel Chamberlin,Hotel Chamberlin,,,,23x14cm,,,1918-0284_wotm,,,1918-04-06,Hotel Chamberlin,,,,complete
21547,,VERSAMMLUNG DER PROVINZIAL-LIEDERTAFEL,LIEDERTAFEL,PROF;,"ZERBST, GERMANY",BOOKLET; ILLUS; 4.25X6.5;,"written in german; includes complete schedule for all muscial events, also train & bus schedule, also detailed program of musical events; menu also includes priced wine list; illustrations of musical scores, flowers, birds and scenic views",OTHER (MUSIC FESTIVAL?);,1893-072,,,1893-05-27,Versammlung Der Provinzial Liedertafel,,Deutsche Marks,DM,complete
12836,,CHICAGO BAR ASSOCIATION,BANQUET IN HONOR OF JUDGE PETER S. GROSSCUP & JUDGE CHRISTIAN C. KOHLSAAT,PROF;,"THE AUDITORIUM,[CHICAGO,ILL.]",FOLDER; 4.5 X 6.5;,all speakers listed & committee members included;,COMPLIMENTARY/TESTIMONIAL,1900-2217,,,1900-03-01,Chicago Bar Association,,,,complete
27929,,S.S. Canberra,,,,25.5x18cm folded; 25.5x36 cm open,,,1973-0038_wotm,,,1973-06-29,S.S. Canberra,,,,complete
26872,,Hofbrauhaus,,RESTAURANT,Hofbrauhaus,Tri-fold; 8.25 x 11.75 inches folded,dieter zander collection; back is a timeline for hofbrauhause beginning in 1589.,,Zander 307 undated,,,,Hofbrauhaus,,Deutsche Marks,DM,complete
34686,Bellevue Hotel,Bellevue Hotel,,,,,stewards association banquet,,1912-0625_wotm,,,1912-01-01,Bellevue Hotel,,,,complete
31869,,Hotel Stewart,,,,20.5x13.5cm,,,1921-0050_wotm,,,1921-06-02,Hotel Stewart,,,,complete
27611,,Norddeutscher Lloyd Bremen,Breakfast  Held By Nordeutscher Lloyd Bremen At On Board The Ss George Washington,,,,,,1910-853,,,1910-03-14,Norddeutscher Lloyd Bremen,,,,complete
16178,,,,,,,,,,,,1901-07-22,Chateau Frontenac,,,,complete
22152,,NORDDEUTSCHER LLOYD BREMEN,FRUHSTUCK,COMMERCIAL,"SCHNELLDAMPFER ""HOHENZOLLERN""",CARD; ILLUS; COL; 5.25X8;,"german & english; illustration of steamship surrounded by small boats in harbor; champagne in ice bucket, platters of fruit at top;",,1901-842,,,1901-04-05,Norddeutscher Lloyd Bremen,,,,complete
